Id,Date,Open,High,Low,Close,Volume,Stock_Trading
955,2/7/2013,24950,25040,24600,24710,666400,16503531000
956,2/6/2013,24790,25310,24730,25200,922900,23119093000
957,2/5/2013,24310,24470,24110,24230,698500,16966026000
958,2/4/2013,25170,25260,24910,25020,559200,14039475000
959,2/1/2013,24360,24940,24230,24850,700300,17275011000
960,1/31/2013,23570,24080,23490,24080,580300,13841541000
961,1/30/2013,23050,23840,22950,23840,735100,17258508000
962,1/29/2013,22690,23130,22650,22850,480700,11022469000
963,1/28/2013,23380,23450,22900,22940,380700,8790590000
964,1/25/2013,23050,23210,22740,23210,472800,10876476000
965,1/24/2013,22470,22670,22270,22550,477300,10741492000
966,1/23/2013,22650,23070,22330,22330,894000,20299838000
967,1/22/2013,22780,23300,22730,22900,1021700,23492451000
968,1/21/2013,23490,23500,22590,22590,686200,15682371000
969,1/18/2013,23240,23480,22910,23430,892000,20719546000
970,1/17/2013,22700,23190,22170,22740,1001000,22537078000
971,1/16/2013,23410,23420,22710,22720,1010500,23249972000
972,1/15/2013,23860,24090,23770,23820,771200,18431794000
973,1/11/2013,22790,23650,22790,23640,1857900,43063432000
974,1/10/2013,22800,22940,22510,22560,588100,13329332000
975,1/9/2013,22610,22910,22600,22820,633900,14450570000
976,1/8/2013,22690,22950,22580,22910,616800,14048173000
977,1/7/2013,22350,22890,22150,22810,980700,22159586000
978,1/4/2013,22500,22530,22030,22200,587300,13059158000
979,12/28/2012,21480,21970,21450,21840,854200,18569214000
980,12/27/2012,21300,21560,21220,21270,749600,16004759000
981,12/26/2012,20890,21170,20640,21170,644000,13446134000
982,12/25/2012,20350,20770,20290,20770,657300,13530926000
983,12/21/2012,20590,20710,20050,20090,958000,19388002000
984,12/20/2012,20800,20880,20310,20370,1030200,21190530000
985,12/19/2012,21040,21330,20820,21230,834000,17582323000
986,12/18/2012,20610,20840,20540,20830,562500,11662797000
987,12/17/2012,20320,20910,20220,20500,1043300,21498194000
988,12/14/2012,20060,20120,19820,19920,2743500,54972737000
989,12/13/2012,19980,20260,19890,20200,866600,17428830000
990,12/12/2012,19800,19860,19610,19790,520800,10279773000
991,12/11/2012,19360,19700,19340,19640,584700,11446664000
992,12/10/2012,19290,19460,19140,19420,460600,8918597000
993,12/7/2012,19240,19360,19120,19130,393700,7569719000
994,12/6/2012,19200,19420,19050,19250,726600,13997039000
995,12/5/2012,18690,19280,18690,19250,955500,18173690000
996,12/4/2012,18950,18990,18680,18690,513700,9650888000
997,12/3/2012,18800,19090,18730,19010,574900,10902583000
998,11/30/2012,18600,18800,18500,18720,671900,12553104000
999,11/29/2012,18490,18520,18250,18490,637900,11740542000
1000,11/28/2012,18460,18640,18400,18430,605600,11204448000
1001,11/27/2012,18030,18500,18030,18380,573500,10524389000
1002,11/26/2012,18000,18220,17930,18030,580900,10488744000
1003,11/22/2012,17790,17860,17640,17860,397800,7062976000
1004,11/21/2012,17600,17670,17470,17620,419000,7375330000
1005,11/20/2012,17400,17560,17220,17480,337900,5896154000
1006,11/19/2012,17400,17490,17200,17420,383900,6668842000
1007,11/16/2012,17100,17310,16990,17170,582200,9995256000
1008,11/15/2012,16800,16920,16620,16910,485800,8174107000
1009,11/14/2012,16850,16930,16680,16690,246600,4136536000
1010,11/13/2012,16980,17170,16720,16760,441700,7476121000
1011,11/12/2012,16800,16950,16700,16830,298200,5013973000
1012,11/9/2012,17050,17170,16870,16870,595300,10124562000
1013,11/8/2012,17220,17340,17040,17140,316400,5422694000
1014,11/7/2012,17480,17530,17180,17380,367600,6388986000
1015,11/6/2012,17420,17430,17220,17340,315700,5467066000
1016,11/5/2012,17350,17410,17230,17310,434600,7536166000
1017,11/2/2012,17650,17650,17420,17420,379500,6642512000
1018,11/1/2012,17700,17710,17350,17440,580300,10154926000
1019,10/31/2012,17920,18030,17780,17780,472800,8465609000
1020,10/30/2012,17890,18080,17650,17690,526900,9430572000
1021,10/29/2012,17950,18000,17760,17830,336000,6004468000
1022,10/26/2012,17940,18020,17730,17770,541000,9666309000
1023,10/25/2012,17420,17870,17410,17850,578200,10223173000
1024,10/24/2012,17030,17590,16970,17400,599300,10397593000
1025,10/23/2012,17150,17340,17150,17300,538900,9302111000
1026,10/22/2012,16880,17120,16650,17080,421700,7163695000
1027,10/19/2012,17010,17010,16830,16910,452600,7653541000
1028,10/18/2012,16650,17070,16510,17010,721100,12161236000
1029,10/17/2012,16300,16620,16140,16540,784000,12894854000
1030,10/16/2012,16100,16250,16100,16190,623200,10089487000
1031,10/15/2012,16100,16320,15810,16000,902300,14454274000
1032,10/12/2012,16700,16700,15920,16040,2993400,48700854000
1033,10/11/2012,17790,17900,17580,17810,634500,11243890000
1034,10/10/2012,18300,18400,18000,18040,481400,8734932000
1035,10/9/2012,18470,18640,18280,18480,411000,7598468000
1036,10/5/2012,18300,18500,18270,18470,459100,8453798000
1037,10/4/2012,18230,18320,18060,18150,390000,7092429000
1038,10/3/2012,17760,18300,17730,18180,828400,14998569000
1039,10/2/2012,17710,17850,17500,17530,582000,10250213000
1040,10/1/2012,18120,18260,17710,17790,384000,6881449000
1041,9/28/2012,18300,18400,18150,18150,528500,9654567000
1042,9/27/2012,18100,18150,17830,18120,358400,6465110000
1043,9/26/2012,18120,18160,18010,18020,364500,6586733000
1044,9/25/2012,18110,18430,18100,18190,556200,10171340000
1045,9/24/2012,17990,18350,17830,18110,833100,15050762000
1046,9/21/2012,18210,18220,17990,18060,381500,6899649000
1047,9/20/2012,18060,18250,18000,18060,1063500,19236754000
1048,9/19/2012,17580,18250,17560,18050,1166700,21037918000
1049,9/18/2012,18490,18490,17470,17480,1517700,27028282000
1050,9/14/2012,18580,18840,18580,18790,1906800,35554261000
1051,9/13/2012,18300,18450,18220,18400,259100,4756469000
1052,9/12/2012,18180,18340,18010,18310,327900,5969702000
1053,9/11/2012,17970,18190,17930,18080,322200,5826809000
1054,9/10/2012,18050,18160,17850,18030,423400,7622429000
1055,9/7/2012,18220,18300,18110,18110,431500,7851437000
1056,9/6/2012,17900,18080,17750,18010,376300,6754864000
1057,9/5/2012,17920,18120,17780,17900,727000,13046717000
1058,9/4/2012,18200,18260,17990,18080,439300,7952709000
1059,9/3/2012,18270,18400,18140,18140,372600,6797723000
1060,8/31/2012,18070,18370,18050,18270,387700,7078298000
1061,8/30/2012,18500,18500,18200,18270,352300,6452693000
1062,8/29/2012,18500,18540,18380,18520,467600,8647562000
1063,8/28/2012,18450,18580,18340,18540,733900,13575931000
1064,8/27/2012,18250,18340,18190,18300,341700,6247179000
1065,8/24/2012,18150,18190,18060,18090,409600,7418729000
1066,8/23/2012,18110,18400,18020,18350,585900,10698553000
1067,8/22/2012,17920,18200,17910,18190,413900,7478166000
1068,8/21/2012,17920,18080,17850,17920,349900,6281944000
1069,8/20/2012,17990,18040,17890,17940,485800,8723688000
1070,8/17/2012,17980,18050,17870,17920,534400,9601976000
1071,8/16/2012,17520,17950,17410,17920,650200,11571724000
1072,8/15/2012,17400,17450,17210,17400,279500,4843885000
1073,8/14/2012,17270,17400,17260,17360,328400,5691475000
1074,8/13/2012,17200,17370,17190,17250,229500,3966140000
1075,8/10/2012,17460,17590,17210,17220,856100,14863604000
1076,8/9/2012,17220,17680,17210,17610,727300,12716226000
1077,8/8/2012,16950,17340,16950,17220,771000,13279227000
1078,8/7/2012,16630,16900,16600,16840,466100,7836997000
1079,8/6/2012,16460,16700,16420,16650,509100,8442991000
1080,8/3/2012,15850,16490,15850,16300,853200,13901878000
1081,8/2/2012,16230,16230,15720,15840,768100,12204483000
1082,8/1/2012,16050,16310,16020,16270,463000,7474758000
1083,7/31/2012,15960,16230,15950,16150,510700,8232068000
1084,7/30/2012,16070,16100,15900,15980,370500,5928658000
1085,7/27/2012,16060,16150,15920,15950,372100,5958840000
1086,7/26/2012,15890,15930,15760,15910,500500,7931032000
1087,7/25/2012,15740,15850,15620,15770,497400,7830211000
1088,7/24/2012,15800,15940,15660,15840,470300,7449671000
1089,7/23/2012,16090,16120,15660,15730,518000,8189977000
1090,7/20/2012,15980,16340,15930,16090,693900,11200606000
1091,7/19/2012,15980,16150,15850,15900,493900,7885207000
1092,7/18/2012,16170,16170,15940,16000,576900,9266952000
1093,7/17/2012,15410,16100,15400,16060,908600,14439306000
1094,7/13/2012,15210,15520,15210,15330,920400,14085399000
1095,7/12/2012,15480,15630,15250,15290,721400,11104580000
1096,7/11/2012,15320,15460,15300,15430,455300,7008330000
1097,7/10/2012,15410,15490,15280,15380,616600,9497999000
1098,7/9/2012,15280,15630,15270,15400,825800,12725636000
1099,7/6/2012,15730,15900,15670,15790,466900,7369540000
1100,7/5/2012,15810,15880,15710,15780,299400,4723840000
1101,7/4/2012,15850,15960,15770,15850,420500,6669183000
1102,7/3/2012,15560,15750,15400,15720,875800,13612139000
1103,7/2/2012,16000,16140,15920,15960,474400,7602646000
1104,6/29/2012,15560,16000,15520,15880,667700,10550660000
1105,6/28/2012,15950,15950,15620,15720,577500,9092955000
1106,6/27/2012,15550,15790,15450,15790,551100,8644911000
1107,6/26/2012,15190,15610,15170,15510,561300,8662238000
1108,6/25/2012,15200,15390,15200,15310,408800,6256717000
1109,6/22/2012,15260,15430,15210,15350,587100,8994468000
1110,6/21/2012,15360,15540,15230,15460,685500,10566691000
1111,6/20/2012,15490,15540,15180,15350,689500,10576456000
1112,6/19/2012,15600,15610,15300,15390,492200,7598352000
1113,6/18/2012,15800,15830,15550,15600,524200,8214133000
1114,6/15/2012,15410,15560,15350,15490,669100,10364214000
1115,6/14/2012,15300,15570,15270,15290,903200,13885785000
1116,6/13/2012,15270,15560,15270,15500,637400,9858239000
1117,6/12/2012,15210,15600,15140,15220,814600,12481339000
1118,6/11/2012,15580,15620,15420,15500,688100,10685085000
1119,6/8/2012,15760,15990,15210,15250,3979800,62049782000
1120,6/7/2012,16450,16530,16010,16030,964400,15627555000
1121,6/6/2012,16200,16470,15830,16360,1367600,22115403000
1122,6/5/2012,17000,17010,16050,16060,1815700,29842212000
1123,6/4/2012,17370,17650,17300,17610,696000,12165188000
1124,6/1/2012,17490,17830,17480,17770,623400,11056730000
1125,5/31/2012,17570,17710,17240,17490,879200,15325852000
1126,5/30/2012,17670,17990,17620,17890,657500,11735841000
1127,5/29/2012,17580,17780,17440,17660,733700,12920397000
1128,5/28/2012,17400,17740,17360,17590,588600,10371807000
1129,5/25/2012,16870,17250,16760,17220,610900,10430914000
1130,5/24/2012,16760,17000,16750,16820,695900,11736650000
1131,5/23/2012,17080,17090,16580,16710,754900,12652800000
1132,5/22/2012,17180,17270,16920,17200,595300,10186427000
1133,5/21/2012,16940,17170,16810,17100,618700,10546350000
1134,5/18/2012,16480,16880,16470,16670,870800,14542748000
1135,5/17/2012,16830,16970,16610,16700,830500,13920042000
1136,5/16/2012,16840,16980,16710,16820,845100,14218297000
1137,5/15/2012,16760,17100,16670,16980,652300,11055695000
1138,5/14/2012,16540,16970,16510,16820,506900,8520764000
1139,5/11/2012,16630,16690,16410,16450,701200,11611769000
1140,5/10/2012,16880,16880,16630,16640,545600,9121487000
1141,5/9/2012,17090,17090,16850,16890,548500,9286016000
1142,5/8/2012,16890,17230,16890,17150,549100,9377491000
1143,5/7/2012,16730,17160,16670,16890,788700,13348310000
1144,5/2/2012,17650,17670,17270,17500,551300,9639884000
1145,5/1/2012,17680,17810,17510,17600,501400,8858633000
1146,4/27/2012,17830,18070,17680,17930,1007000,17995141000
1147,4/26/2012,17880,17940,17580,17860,1248100,22168827000
1148,4/25/2012,17950,18160,17910,18060,774700,13985146000
1149,4/24/2012,17880,18030,17630,17850,671600,11960398000
1150,4/23/2012,18460,18480,17930,18060,784300,14246534000
1151,4/20/2012,18540,18670,18500,18590,485100,9019170000
1152,4/19/2012,18620,18750,18540,18690,568800,10604302000
1153,4/18/2012,18930,18950,18570,18860,541800,10179454000
1154,4/17/2012,18520,18760,18310,18600,626000,11584248000
1155,4/16/2012,18900,18900,18540,18690,768500,14374971000
1156,4/13/2012,18270,19020,18240,18970,3616500,67067655000
1157,4/12/2012,17320,17530,17230,17470,532700,9270363000
1158,4/11/2012,17340,17420,17170,17210,662500,11446612000
1159,4/10/2012,17440,17690,17350,17490,543300,9520194000
1160,4/9/2012,17420,17630,17170,17350,657500,11441757000
1161,4/6/2012,17550,17690,17390,17570,761000,13372239000
1162,4/5/2012,17680,17980,17380,17440,1587000,28010559000
1163,4/4/2012,18600,18630,17800,17800,1914900,34706476000
1164,4/3/2012,19020,19080,18880,18880,486100,9219187000
1165,4/2/2012,18890,19150,18870,19030,902800,17169492000
1166,3/30/2012,18550,18860,18410,18860,768900,14385315000
1167,3/29/2012,18300,18640,18220,18630,640000,11859029000
1168,3/28/2012,18350,18430,18260,18350,440600,8077998000
1169,3/27/2012,18250,18460,18160,18460,666200,12213115000
1170,3/26/2012,18120,18180,17990,18050,358200,6469680000
1171,3/23/2012,18000,18140,17940,18030,572000,10301059000
1172,3/22/2012,17950,18180,17910,18180,683000,12327580000
1173,3/21/2012,17610,18020,17610,18000,681700,12169763000
1174,3/19/2012,17720,17790,17530,17700,479500,8477571000
1175,3/16/2012,17930,17990,17640,17710,700700,12455203000
1176,3/15/2012,17950,18040,17860,17910,667100,11976872000
1177,3/14/2012,18120,18140,17860,17860,747400,13432240000
1178,3/13/2012,17700,17980,17690,17780,957400,17101000000
1179,3/12/2012,17870,17950,17580,17580,737700,13124858000
1180,3/9/2012,17780,17800,17470,17660,3354800,59552963000
1181,3/8/2012,17000,17400,16920,17400,921100,15871876000
1182,3/7/2012,16780,16950,16760,16790,745300,12554155000
1183,3/6/2012,17120,17350,17000,17020,736100,12615016000
1184,3/5/2012,16940,17210,16850,17080,698500,11941205000
1185,3/2/2012,16970,17000,16810,16850,625300,10569870000
1186,3/1/2012,16770,17070,16750,16960,653900,11070043000
1187,2/29/2012,16750,17030,16710,16830,756300,12771921000
1188,2/28/2012,16390,16720,16250,16720,562800,9303219000
1189,2/27/2012,16670,16670,16300,16380,535800,8785347000
1190,2/24/2012,16700,16730,16590,16680,600800,10005458000
1191,2/23/2012,16570,16820,16540,16690,779500,13025908000
1192,2/22/2012,16450,16670,16410,16610,648600,10761584000
1193,2/21/2012,16360,16480,16230,16450,575800,9423623000
1194,2/20/2012,16840,16840,16430,16450,552200,9158291000
1195,2/17/2012,16230,16520,16150,16440,1022600,16755603000
1196,2/16/2012,16120,16180,15910,15970,542300,8677985000
1197,2/15/2012,15780,16200,15740,16120,953500,15292550000
1198,2/14/2012,15500,15770,15470,15710,528900,8288612000
1199,2/13/2012,15500,15650,15320,15630,453200,7040798000
1200,2/10/2012,15680,15680,15460,15470,1007500,15717170000
1201,2/9/2012,15900,15910,15630,15710,700900,11042748000
1202,2/8/2012,15790,16030,15740,16000,773900,12348736000
1203,2/7/2012,15740,15780,15560,15620,470800,7359944000
1204,2/6/2012,15600,15830,15540,15810,527600,8298393000
1205,2/3/2012,15450,15520,15290,15440,604200,9312741000
1206,2/2/2012,15440,15480,15310,15470,531700,8191740000
1207,2/1/2012,15080,15250,14930,15220,491700,7428435000
1208,1/31/2012,15020,15200,15010,15150,639900,9683591000
1209,1/30/2012,15070,15200,14910,15000,472200,7091748000
1210,1/27/2012,14760,15030,14750,15030,814400,12104764000
1211,1/26/2012,14900,15020,14860,14970,379900,5676950000
1212,1/25/2012,15100,15100,14920,14920,500400,7507244000
1213,1/24/2012,14770,15110,14740,15100,714700,10720584000
1214,1/23/2012,14630,14790,14590,14720,541800,7968019000
1215,1/20/2012,14990,14990,14680,14680,778200,11548618000
1216,1/19/2012,14980,15060,14930,14950,507200,7607979000
1217,1/18/2012,14780,15000,14740,14980,650300,9677803000
1218,1/17/2012,14640,14820,14630,14750,442100,6511265000
1219,1/16/2012,14610,14670,14530,14610,360100,5255652000
1220,1/13/2012,14740,14780,14450,14770,1543700,22669096000
1221,1/12/2012,14520,14600,14330,14520,540500,7814121000
1222,1/11/2012,14360,14750,14280,14590,1043400,15191988000
1223,1/10/2012,13890,14390,13860,14390,952300,13533413000
1224,1/6/2012,13990,14030,13790,13850,765500,10635609000
1225,1/5/2012,13720,13840,13600,13800,511500,7030811000
1226,1/4/2012,14050,14050,13700,13720,559100,7719804000
