Id,Date,Open,High,Low,Close,Volume,Stock_Trading
477,1/22/2015,42500,42530,41800,42270,529300,22340064000
478,1/21/2015,42800,43090,42260,42385,566300,24092982500
479,1/20/2015,41550,42700,41455,42700,509400,21530849000
480,1/19/2015,41850,41900,41210,41530,577600,24002680000
481,1/16/2015,41700,41995,40610,41370,1251300,51689713000
482,1/15/2015,42270,42945,41970,42945,757100,32231235000
483,1/14/2015,43080,43310,41860,41940,998300,42419363000
484,1/13/2015,44060,44295,43250,43575,938300,40956831000
485,1/9/2015,45800,46325,44350,44760,1602100,73033839500
486,1/8/2015,43650,44550,43400,44405,611300,26994657500
487,1/7/2015,43005,43510,43005,43425,727000,31469673000
488,1/6/2015,43365,43745,43110,43255,844600,36611282500
489,1/5/2015,43580,44420,43295,44065,545000,23942914500
490,12/30/2014,44800,44975,44040,44040,584000,25913862000
491,12/29/2014,45730,45865,44205,44885,621900,28075782000
492,12/26/2014,45650,45700,45270,45330,348000,15796561000
493,12/25/2014,45535,45700,45425,45615,375700,17112967500
494,12/24/2014,45155,45880,44840,45830,737100,33612799500
495,12/22/2014,44830,44900,44440,44525,418400,18653888000
496,12/19/2014,44330,44730,44050,44730,937500,41754848000
497,12/18/2014,42640,43715,42525,43715,945700,40830952500
498,12/17/2014,41700,42080,41525,42070,898300,37566123500
499,12/16/2014,41450,41990,41335,41830,975700,40620467000
500,12/15/2014,41525,42765,41525,42295,750900,31726090500
501,12/12/2014,42015,42965,42015,42800,1924700,81321221000
502,12/11/2014,41705,41995,41010,41910,562600,23451125000
503,12/10/2014,42905,43200,42150,42405,604200,25760215000
504,12/9/2014,42825,43620,42805,43415,499700,21630782500
505,12/8/2014,43245,43535,42930,43150,464800,20065624500
506,12/5/2014,43250,43520,43120,43240,520200,22532258500
507,12/4/2014,44165,44185,43500,43925,418800,18363930500
508,12/3/2014,43300,44385,43300,43795,747800,32858321000
509,12/2/2014,43000,43410,42950,43255,416300,17975279000
510,12/1/2014,42715,43540,42715,43425,352600,15268576000
511,11/28/2014,42850,43330,42730,43205,423200,18261660500
512,11/27/2014,42260,42850,42260,42625,438700,18692835500
513,11/26/2014,42240,42700,41940,42540,593500,25145430000
514,11/25/2014,43175,43370,42480,42570,392300,16800669500
515,11/21/2014,42480,43170,42110,43100,661900,28195756000
516,11/20/2014,43470,43495,42690,42845,472700,20311162000
517,11/19/2014,43500,43895,43000,43030,686000,29724780500
518,11/18/2014,43025,43590,42855,43535,612500,26553836500
519,11/17/2014,43800,43910,42215,42615,1059700,45559565000
520,11/14/2014,44665,44730,43760,44205,1788500,79363248500
521,11/13/2014,43605,44370,43110,44285,761400,33390201000
522,11/12/2014,43670,44350,43330,43480,1297700,56856036500
523,11/11/2014,41615,43355,41580,43115,963600,41085380000
524,11/10/2014,41800,41900,41240,41430,530600,22022803500
525,11/7/2014,42935,42935,42100,42325,721700,30584360000
526,11/6/2014,42750,43335,41800,42235,1031000,43966918500
527,11/5/2014,41190,42920,41100,42450,1159300,48925919000
528,11/4/2014,42465,42485,41500,41500,1647900,69129554000
529,10/31/2014,38055,40900,38015,40365,1881900,74382865500
530,10/30/2014,37145,37715,37040,37680,603000,22633836500
531,10/29/2014,36465,37080,36280,36940,663400,24434697500
532,10/28/2014,36700,36875,36120,36135,517600,18800568000
533,10/27/2014,37085,37195,36810,36905,412400,15253769500
534,10/24/2014,37000,37050,36585,36745,602400,22164310000
535,10/23/2014,36500,37085,36460,36590,495600,18196519000
536,10/22/2014,37085,37160,36285,36840,890300,32652401000
537,10/21/2014,37520,37790,36625,36790,867000,32269881000
538,10/20/2014,37445,37940,37205,37905,877200,33070039000
539,10/17/2014,37635,37635,36570,36745,731000,27116553000
540,10/16/2014,36575,37145,36555,37020,990300,36518352000
541,10/15/2014,37600,37680,36960,37640,841300,31471843000
542,10/14/2014,37500,37740,36920,36930,1214800,45284666000
543,10/10/2014,38000,38455,37000,37890,1687300,64016596000
544,10/9/2014,36875,37845,36860,37255,966300,36121605500
545,10/8/2014,36385,36950,36365,36705,532600,19530541000
546,10/7/2014,37355,37490,36855,36965,590500,21954778500
547,10/6/2014,37520,37990,37260,37840,670400,25296045500
548,10/3/2014,37810,37880,36635,37370,1013900,37714542000
549,10/2/2014,36500,36975,36260,36370,766600,28018600000
550,10/1/2014,36615,37210,36525,36780,423800,15636256000
551,9/30/2014,36575,36940,36520,36705,417500,15326735000
552,9/29/2014,36795,37050,36705,36810,368900,13580976500
553,9/26/2014,36165,36910,36160,36655,603600,22088697500
554,9/25/2014,37000,37170,36760,36865,521000,19252143000
555,9/24/2014,35800,36510,35755,36405,507900,18417528500
556,9/22/2014,35880,36270,35870,35970,447600,16102962000
557,9/19/2014,35705,36395,35655,36250,1133500,40985986000
558,9/18/2014,34640,35065,34450,35005,734900,25621721000
559,9/17/2014,34150,34385,34075,34365,531700,18234550000
560,9/16/2014,33505,33950,33505,33795,464900,15679427000
561,9/12/2014,34065,34345,33900,34125,1866600,63615410000
562,9/11/2014,33695,34185,33640,34135,485600,16507440000
563,9/10/2014,33665,33725,33415,33675,359700,12077724500
564,9/9/2014,33960,34070,33735,33900,354600,12030796000
565,9/8/2014,34345,34360,33845,33960,339400,11554964000
566,9/5/2014,34375,34400,34025,34035,381500,13040193000
567,9/4/2014,33635,34000,33550,33970,387600,13134944000
568,9/3/2014,33910,34250,33730,33735,734700,24987428500
569,9/2/2014,32690,33360,32615,33165,482400,15985643000
570,9/1/2014,32685,32700,32460,32540,139100,4528217000
571,8/29/2014,32470,32550,32220,32550,412000,13355494000
572,8/28/2014,32905,32935,32495,32665,357000,11666088000
573,8/27/2014,33250,33250,32970,33065,263200,8712811500
574,8/26/2014,33310,33355,32940,33000,279200,9250144500
575,8/25/2014,33065,33410,33055,33355,363000,12069326000
576,8/22/2014,32885,33150,32880,32900,236300,7794449500
577,8/21/2014,32995,33070,32900,32985,281400,9280858000
578,8/20/2014,32825,32935,32715,32800,218400,7169932500
579,8/19/2014,33010,33055,32845,32850,345700,11383470500
580,8/18/2014,32900,32985,32675,32695,312400,10236444000
581,8/15/2014,33095,33100,32885,33030,170400,5623300000
582,8/14/2014,33000,33160,32945,33005,212600,7029288000
583,8/13/2014,32695,32970,32655,32885,293800,9640583500
584,8/12/2014,33000,33220,32740,32885,319200,10515311000
585,8/11/2014,33015,33190,32685,33100,545700,18021526000
586,8/8/2014,32800,32990,32030,32105,1075000,34848887000
587,8/7/2014,33045,33590,32970,33350,478800,15920436000
588,8/6/2014,33480,33810,33205,33320,507200,16955394500
589,8/5/2014,33950,34025,33520,33565,493400,16649332000
590,8/4/2014,34010,34285,33950,34075,368900,12583943000
591,8/1/2014,34290,34550,34105,34150,482100,16528314500
592,7/31/2014,34395,34740,34285,34405,746500,25739881000
593,7/30/2014,33930,34400,33920,33975,492600,16797532500
594,7/29/2014,33610,34055,33545,33970,654700,22184942500
595,7/28/2014,32900,33365,32835,33300,494000,16399894500
596,7/25/2014,32360,32785,32340,32750,330600,10784160000
597,7/24/2014,32370,32600,32180,32295,482200,15606513500
598,7/23/2014,32350,32465,32210,32280,294000,9506613500
599,7/22/2014,32360,32470,32225,32350,453600,14674785000
600,7/18/2014,32375,32580,32185,32355,530600,17149208000
601,7/17/2014,32980,33175,32860,32875,281000,9268361000
602,7/16/2014,32960,33020,32615,32890,374600,12306877500
603,7/15/2014,32710,33130,32710,33050,436100,14386845500
604,7/14/2014,32875,32945,32380,32760,576600,18833748000
605,7/11/2014,32990,33400,32555,32855,1070100,35312276500
606,7/10/2014,33235,33685,33200,33505,565200,18952112500
607,7/9/2014,33000,33255,32800,33240,471500,15582424000
608,7/8/2014,33380,33535,33150,33220,447000,14890890500
609,7/7/2014,33445,33750,33310,33580,394300,13256837500
610,7/4/2014,33740,33750,33360,33420,336500,11264761000
611,7/3/2014,33800,33865,33330,33375,566500,18995981000
612,7/2/2014,33520,33775,33235,33335,460200,15398487000
613,7/1/2014,33150,33790,33030,33455,623000,20859713500
614,6/30/2014,33635,33790,33150,33330,510300,17023728000
615,6/27/2014,34345,34565,33400,33635,653400,22126350500
616,6/26/2014,34550,34645,34320,34590,308700,10664505000
617,6/25/2014,34300,34615,34215,34350,318500,10943566500
618,6/24/2014,34280,34895,34220,34700,359900,12450344500
619,6/23/2014,34855,34975,34635,34765,503400,17511352000
620,6/20/2014,34325,34770,34270,34415,611600,21107120000
621,6/19/2014,33695,34495,33530,34480,707800,24241358000
622,6/18/2014,33330,33785,33320,33605,494500,16605901500
623,6/17/2014,33165,33490,33140,33250,354300,11787183000
624,6/16/2014,33610,33835,32920,33150,645700,21470803500
625,6/13/2014,32900,34030,32900,33975,1489100,49336374500
626,6/12/2014,33925,33940,33255,33510,693200,23223864000
627,6/11/2014,34300,34610,34110,34215,348900,11965034000
628,6/10/2014,34780,35170,34215,34335,622300,21554736000
629,6/9/2014,35075,35170,34870,34880,411100,14381697000
630,6/6/2014,34995,35045,34525,34820,562900,19572780500
631,6/5/2014,34440,34895,34400,34820,603400,20924184500
632,6/4/2014,34840,35010,34110,34320,697200,24026208500
633,6/3/2014,34990,35055,34700,34990,549700,19211543500
634,6/2/2014,33960,34675,33850,34480,608500,20943007500
635,5/30/2014,34215,34410,33420,33590,666000,22494703000
636,5/29/2014,33600,34095,33600,34015,379400,12848842500
637,5/28/2014,33825,34170,33530,34040,531700,18040295500
638,5/27/2014,33420,34030,33400,33825,562500,19034435500
639,5/26/2014,33305,33580,33265,33555,428500,14329395500
640,5/23/2014,32600,33150,32560,32990,522400,17197669000
641,5/22/2014,31940,32550,31805,32550,660100,21300914000
642,5/21/2014,31365,31620,31225,31450,452800,14223099500
643,5/20/2014,31570,31980,31535,31790,294900,9366761000
644,5/19/2014,31930,32050,31365,31395,419000,13255192000
645,5/16/2014,31210,31745,31120,31710,476800,14994717000
646,5/15/2014,32050,32240,31790,31855,418100,13373936500
647,5/14/2014,32635,33055,32445,32445,475400,15536573500
648,5/13/2014,32120,32790,32015,32680,655600,21332559000
649,5/12/2014,31315,31715,31275,31580,351800,11090712500
650,5/9/2014,31360,31630,31265,31470,619500,19469207000
651,5/8/2014,31320,31900,31320,31565,609200,19251755500
652,5/7/2014,31600,31670,30950,30950,1033500,32327470500
653,5/2/2014,31755,32220,31750,32040,502100,16048032500
654,5/1/2014,31800,32220,31700,32100,499600,15987805500
655,4/30/2014,32140,32230,31685,31770,668800,21344693500
656,4/28/2014,32390,32595,32010,32140,935000,30065307000
657,4/25/2014,32575,33220,32440,32770,608000,19922858500
658,4/24/2014,33295,33465,32830,32875,475900,15731329500
659,4/23/2014,33120,33430,32815,33275,480500,15905762500
660,4/22/2014,33805,34095,32840,32860,557100,18600865500
661,4/21/2014,33825,34260,33665,33700,401400,13632539500
662,4/18/2014,33730,34155,33560,33710,462100,15618641500
663,4/17/2014,33605,33745,33120,33430,665600,22279073000
664,4/16/2014,32920,33950,32800,33950,883200,29638470000
665,4/15/2014,33205,33250,32505,32660,743700,24377326000
666,4/14/2014,33120,33140,32225,32795,1087900,35600588500
667,4/11/2014,34610,34875,33030,33820,2688800,91738484000
668,4/10/2014,37700,37795,36385,36710,635300,23428152500
669,4/9/2014,37950,38195,37250,37250,664200,25004613000
670,4/8/2014,38070,38770,37920,38220,663600,25432376000
671,4/7/2014,37965,38400,37905,37975,426000,16233818000
672,4/4/2014,37960,38685,37950,38665,398200,15315137000
673,4/3/2014,37815,38760,37700,38400,643300,24701546000
674,4/2/2014,37400,37935,36900,37730,556600,20911142500
675,4/1/2014,37255,37555,36960,36990,458900,17050596500
676,3/31/2014,38005,38165,37420,37435,464600,17506695500
677,3/28/2014,37000,38040,36975,37885,552200,20838163000
678,3/27/2014,35715,37265,35680,37170,847100,30931023000
679,3/26/2014,36315,36415,35850,35980,663600,23968986000
680,3/25/2014,35985,36305,35760,35925,393000,14155765000
681,3/24/2014,35780,36420,35320,36340,723700,26051069000
682,3/20/2014,36605,36650,35150,35405,536800,19136341000
683,3/19/2014,35510,36850,35235,36190,610400,21958520500
684,3/18/2014,36110,36250,35590,35590,393900,14130484000
685,3/17/2014,35625,35970,35425,35680,532900,19020716000
686,3/14/2014,35740,36075,35580,35850,2126600,76040345500
687,3/13/2014,37060,37245,36565,36690,491400,18132871500
688,3/12/2014,37160,37250,36730,36760,592800,21900118000
689,3/11/2014,37925,38060,37600,37870,474800,17977399500
690,3/10/2014,38170,38645,37665,37690,541100,20545476500
691,3/7/2014,38350,38580,37955,38400,713900,27351986000
692,3/6/2014,37070,38125,36665,37650,761000,28535131000
693,3/5/2014,36700,37145,36600,36975,861000,31810940500
694,3/4/2014,35780,36070,35400,35890,620000,22171103000
695,3/3/2014,34550,35675,34550,35480,792200,27836887000
696,2/28/2014,35605,35700,34820,35050,588100,20720089500
697,2/27/2014,35965,35970,35360,35550,457000,16288466500
698,2/26/2014,35785,36670,35710,36180,436100,15780954000
699,2/25/2014,36650,36845,36305,36530,569000,20844624500
700,2/24/2014,35300,36080,35240,35995,610100,21787144500
701,2/21/2014,34930,35940,34900,35755,763800,27129426000
702,2/20/2014,35230,35375,34505,34525,730500,25416953000
703,2/19/2014,35590,36125,35490,35720,471100,16842905500
704,2/18/2014,35290,36685,34605,36265,1022900,36708951500
705,2/17/2014,34520,35085,34425,34750,493600,17133204000
706,2/14/2014,35625,36030,34500,34600,1375500,48560116500
707,2/13/2014,36235,36380,35600,35715,731500,26315816000
708,2/12/2014,37600,37795,36455,36630,737000,27206683500
709,2/10/2014,36840,37360,36620,37335,554900,20589212500
710,2/7/2014,36480,36520,36100,36260,519500,18853730000
711,2/6/2014,35865,36730,35805,35830,674600,24441740000
712,2/5/2014,36705,36895,35520,35960,1014400,36593316000
713,2/4/2014,36400,36665,36000,36035,998200,36202010000
714,2/3/2014,37410,37580,37015,37185,714600,26638214000
715,1/31/2014,39205,39340,37500,38110,842000,32322208500
716,1/30/2014,38670,38815,37980,38765,939400,36140915500
717,1/29/2014,38830,39375,38700,39360,904700,35331971000
718,1/28/2014,37895,38130,37525,38130,691900,26202755500
719,1/27/2014,37150,37790,37120,37600,1047200,39218174000
720,1/24/2014,38135,38475,37680,38215,1293600,49294474000
721,1/23/2014,39025,39680,38740,38825,954600,37387720000
722,1/22/2014,38500,39070,38120,38840,952300,36766650500
723,1/21/2014,38100,39295,38100,39120,927200,36174689000
724,1/20/2014,38300,38400,37850,38005,634600,24134298500
725,1/17/2014,38245,39040,38200,38630,998100,38496626500
726,1/16/2014,39210,39500,38600,38820,917700,35810600000
727,1/15/2014,39900,39945,39215,39755,938700,37159892500
728,1/14/2014,39050,39800,38900,39015,1504400,59123005500
729,1/10/2014,40250,41600,40200,41100,2206300,89903100000
730,1/9/2014,40450,40550,39700,39800,943200,37779915000
731,1/8/2014,40850,41550,40750,41350,722800,29756515000
732,1/7/2014,40200,41250,40200,40500,1093600,44436075000
733,1/6/2014,42500,42600,40900,40900,1562000,65006385000
734,12/30/2013,43400,43800,42600,43400,841000,36362330000
735,12/27/2013,43950,44150,42650,43300,941900,40697850000
736,12/26/2013,44800,45350,43300,44050,1219600,53859195000
737,12/25/2013,42550,44450,42350,44350,1209900,52879810000
738,12/24/2013,42800,43300,42150,42350,1319800,56356545000
739,12/20/2013,40500,41900,40500,41850,988100,40892345000
740,12/19/2013,40150,41050,39850,40750,1714000,69480885000
741,12/18/2013,37950,39050,37900,39000,1005900,39013375000
742,12/17/2013,37850,38300,37750,37950,633700,24104290000
743,12/16/2013,38250,38300,37350,37400,623600,23520870000
744,12/13/2013,37000,38400,37000,38100,2793800,1.05E+11
745,12/12/2013,37250,37400,36700,37200,834800,30881030000
746,12/11/2013,37600,37900,37150,37700,860600,32321015000
747,12/10/2013,38450,38500,38000,38150,661900,25274220000
748,12/9/2013,38300,38750,38000,38700,791700,30397770000
749,12/6/2013,36500,37550,36500,37450,834700,30888845000
750,12/5/2013,38050,38350,36750,37000,1092400,40954995000
751,12/4/2013,38300,38800,37800,38200,1072000,41013470000
752,12/3/2013,39350,39450,38700,38950,1009900,39440345000
753,12/2/2013,38600,39050,38400,38950,592800,22978975000
754,11/29/2013,38650,39600,38350,38800,1152600,44887825000
755,11/28/2013,38000,39000,37950,38950,1176500,45350050000
756,11/27/2013,37250,37700,36850,37650,668100,24997255000
757,11/26/2013,37200,37800,37150,37700,591200,22197495000
758,11/25/2013,37400,37950,37100,37700,879500,33092500000
759,11/22/2013,37800,38000,36750,36800,1197400,44737245000
760,11/21/2013,36400,37350,36100,37100,1143900,42232775000
761,11/20/2013,36150,36400,35800,35800,643600,23259630000
762,11/19/2013,35550,36000,35250,35950,667000,23797445000
763,11/18/2013,36050,36300,35300,35700,896500,32118555000
764,11/15/2013,35050,35750,34600,35600,1321200,46713335000
765,11/14/2013,33050,34650,32950,34250,1565600,53358860000
766,11/13/2013,31800,32650,31800,32550,543300,17584600000
767,11/12/2013,30950,32250,30850,32200,823500,26180790000
768,11/11/2013,30900,31000,30650,30800,589700,18176820000
769,11/8/2013,30900,31050,30350,30600,1058200,32478830000
770,11/7/2013,32400,32550,31700,31750,456700,14603295000
771,11/6/2013,31500,32350,31400,32250,617700,19692050000
772,11/5/2013,32800,32850,32200,32500,436600,14192255000
773,11/1/2013,33050,33350,32400,32650,563900,18499295000
774,10/31/2013,33700,33800,32850,32850,546200,18183825000
775,10/30/2013,33550,34000,33400,33900,657900,22185290000
776,10/29/2013,32700,33100,32600,33000,467800,15358890000
777,10/28/2013,32850,33250,32600,33200,458000,15094010000
778,10/25/2013,33050,33350,32150,32150,816500,26656585000
779,10/24/2013,33300,33650,32600,33300,715600,23683155000
780,10/23/2013,34650,34700,33350,33500,689000,23367175000
781,10/22/2013,34000,34650,34000,34450,327200,11251820000
782,10/21/2013,34050,34300,33950,34200,431100,14727575000
783,10/18/2013,33950,34250,33700,33850,508300,17243650000
784,10/17/2013,34450,34600,33850,34150,645600,22116670000
785,10/16/2013,34000,34200,33650,33850,583900,19769610000
786,10/15/2013,33650,34350,33650,34200,623100,21235260000
787,10/11/2013,33150,33500,32700,33450,2100600,69611490000
788,10/10/2013,35300,35350,34250,34550,463200,16067725000
789,10/9/2013,34150,34850,33850,34750,512600,17739850000
790,10/8/2013,33950,34600,33700,34550,520300,17833740000
791,10/7/2013,35000,35050,34000,34050,658800,22586990000
792,10/4/2013,34750,35200,34300,34600,738600,25629510000
793,10/3/2013,34850,35450,34550,35250,1047800,36779000000
794,10/2/2013,37150,37250,35450,35550,1194000,43116445000
795,10/1/2013,37200,37650,36950,37100,574500,21405360000
796,9/30/2013,36800,37350,36650,36850,626000,23133170000
797,9/27/2013,37700,38100,37400,37750,727400,27498030000
798,9/26/2013,36750,37800,36400,37600,777400,28941890000
799,9/25/2013,36900,37200,36350,36350,613500,22496185000
800,9/24/2013,36550,37300,36350,37200,465100,17160095000
801,9/20/2013,36950,37100,36600,36750,570600,21044525000
802,9/19/2013,37000,37200,36500,36900,832800,30761760000
803,9/18/2013,35500,36500,35450,36350,766900,27730395000
804,9/17/2013,35650,35750,35150,35200,365700,12991420000
805,9/13/2013,35150,35600,35000,35500,2078900,73211245000
806,9/12/2013,34900,35650,34900,35300,617400,21794600000
807,9/11/2013,34950,35900,34750,34750,747500,26333600000
808,9/10/2013,34400,34800,34150,34750,607300,20949150000
809,9/9/2013,34350,34350,33800,34050,619100,21137560000
810,9/6/2013,34500,34500,32950,32950,697000,23353915000
811,9/5/2013,34500,34800,33900,34200,677500,23256040000
812,9/4/2013,34050,34100,33100,34050,851700,28682135000
813,9/3/2013,33000,34100,33000,34050,874800,29581855000
814,9/2/2013,32050,32900,31850,32750,503100,16387495000
815,8/30/2013,32100,32350,31700,31900,662300,21221420000
816,8/29/2013,31300,31800,31150,31800,601000,18937290000
817,8/28/2013,30150,31100,30050,30900,636500,19512970000
818,8/27/2013,31300,31800,31150,31300,310900,9757695000
819,8/26/2013,32150,32200,31600,31750,350100,11146765000
820,8/23/2013,32050,32450,31600,31850,773200,24739100000
821,8/22/2013,31000,31500,30600,31100,484200,15016250000
822,8/21/2013,31350,31550,30400,31300,724300,22496845000
823,8/20/2013,31600,32000,30950,31150,658300,20637370000
824,8/19/2013,32350,32450,31800,32200,352800,11337065000
825,8/16/2013,31500,32400,31200,32000,484200,15462755000
826,8/15/2013,32500,33050,31900,32100,690100,22299030000
827,8/14/2013,32800,33250,31950,33200,727100,23773995000
828,8/13/2013,32000,32650,31750,32650,548700,17687220000
829,8/12/2013,31200,31900,30750,31300,520000,16275615000
830,8/9/2013,31950,32450,31300,31650,1176800,37520645000
831,8/8/2013,32950,34000,31900,32100,885900,29190125000
832,8/7/2013,33650,34150,32900,32900,900100,30154900000
833,8/6/2013,34550,35150,33600,35050,632000,21720120000
834,8/5/2013,35300,35600,34600,34700,500200,17524410000
835,8/2/2013,34900,35750,34800,35600,694400,24538035000
836,8/1/2013,33050,34200,33000,34200,575700,19414605000
837,7/31/2013,33700,33700,33000,33550,767800,25634410000
838,7/30/2013,33800,34550,33600,34400,804600,27455955000
839,7/29/2013,34750,35200,34100,34100,716200,24736105000
840,7/26/2013,36150,36600,35450,35450,772300,27745910000
841,7/25/2013,36350,36950,36200,36650,501500,18340250000
842,7/24/2013,36450,36600,36100,36300,554700,20144195000
843,7/23/2013,36000,37150,35950,36650,635900,23331210000
844,7/22/2013,36800,36900,35750,36450,724900,26367525000
845,7/19/2013,37300,37700,35500,36150,1503000,54780640000
846,7/18/2013,35950,36900,35500,36750,827000,30066595000
847,7/17/2013,35050,35900,34950,35850,641800,22752910000
848,7/16/2013,35750,36450,34900,35300,1185400,42085050000
849,7/12/2013,36700,37150,36000,36450,2045100,74792760000
850,7/11/2013,37400,38750,37350,38700,607900,23248715000
851,7/10/2013,37950,38750,37250,38000,741300,28191795000
852,7/9/2013,37150,38500,36700,38450,775300,29268710000
853,7/8/2013,37900,38250,36750,36800,769100,28881000000
854,7/5/2013,35900,37000,35750,37000,729900,26635595000
855,7/4/2013,34550,35350,34400,35250,399100,13999445000
856,7/3/2013,36000,36250,34450,34800,919900,32384380000
857,7/2/2013,33900,35350,33800,35300,794700,27471675000
858,7/1/2013,33500,34000,32700,33900,587800,19613575000
859,6/28/2013,31850,33500,31300,33450,929200,30332810000
860,6/27/2013,31000,31650,30600,31500,630900,19696455000
861,6/26/2013,31300,31850,30450,30600,832900,25968990000
862,6/25/2013,30500,31100,29670,30500,855800,25895623000
863,6/24/2013,32150,32150,30100,30300,643500,19921085000
864,6/21/2013,29210,31950,29010,31050,1457500,44606287000
865,6/20/2013,29670,30450,29220,29620,1124100,33513921000
866,6/19/2013,30350,30700,29630,30300,797200,24051740000
867,6/18/2013,29310,30200,29120,29820,706000,20969089000
868,6/17/2013,28500,29800,27900,29740,1089400,31497771000
869,6/14/2013,28650,29650,28540,28940,2795100,80528356000
870,6/13/2013,30350,30550,28550,28550,1669200,48822234000
871,6/12/2013,30600,31400,30100,31250,644000,19810950000
872,6/11/2013,31900,32500,31050,31250,798500,25238755000
873,6/10/2013,32500,32550,30600,32050,959100,30352010000
874,6/7/2013,28990,31350,28580,31100,1776000,53695508000
875,6/6/2013,30350,30450,29210,29460,1642600,48937703000
876,6/5/2013,33950,34100,29580,29920,1979000,61878398000
877,6/4/2013,32950,33900,32000,33050,1121600,37128325000
878,6/3/2013,34600,34600,32700,32700,1052000,34905870000
879,5/31/2013,34600,35200,33650,34900,1148600,39635715000
880,5/30/2013,35750,36100,33200,33200,1562000,54314005000
881,5/29/2013,38450,38550,36800,37350,932000,34854790000
882,5/28/2013,37100,38950,36900,38100,875600,33246935000
883,5/27/2013,36200,37600,35600,37250,1049300,38618070000
884,5/24/2013,39550,40200,35200,38300,2233800,84350360000
885,5/23/2013,42000,44400,38100,38100,2721100,1.13E+11
886,5/22/2013,38600,41500,38550,41400,1105000,44550080000
887,5/21/2013,38700,38950,38250,38550,416000,16026805000
888,5/20/2013,38750,39200,38600,39200,537100,20950765000
889,5/17/2013,38250,38900,37700,38900,644600,24769750000
890,5/16/2013,38750,38850,37550,38250,740400,28338140000
891,5/15/2013,39000,39250,38250,38800,530200,20556585000
892,5/14/2013,38300,38400,37900,38000,347400,13249925000
893,5/13/2013,37850,38450,37550,38000,451900,17165145000
894,5/10/2013,37400,37600,36850,37300,1043500,38939705000
895,5/9/2013,36450,36900,36250,36250,365500,13333500000
896,5/8/2013,36400,36900,36100,36250,690800,25160330000
897,5/7/2013,36600,37050,36000,36950,688400,25214930000
898,5/2/2013,35950,36100,35300,35350,595800,21182970000
899,5/1/2013,35750,36450,35500,36000,428600,15443185000
900,4/30/2013,35600,35850,34900,35700,706600,25034545000
901,4/26/2013,34600,35750,34350,35700,1486000,52344630000
902,4/25/2013,34050,34450,33650,34100,628800,21466550000
903,4/24/2013,33750,34100,33650,34050,434400,14746405000
904,4/23/2013,33950,34150,33450,33500,412900,13902130000
905,4/22/2013,33900,34350,33550,34300,523000,17797465000
906,4/19/2013,33950,33950,33350,33500,378300,12706085000
907,4/18/2013,33500,34150,33300,33500,631500,21272870000
908,4/17/2013,34050,34400,33700,33950,498400,16959650000
909,4/16/2013,32650,34300,32550,33800,929200,31146285000
910,4/15/2013,33550,34200,33350,33350,661400,22313655000
911,4/12/2013,33850,34800,32650,34250,2437900,82687485000
912,4/11/2013,34200,34550,33300,34550,1049100,35624390000
913,4/10/2013,33500,34150,33300,33500,1013400,34200255000
914,4/9/2013,34900,35200,33700,33750,940900,32324190000
915,4/8/2013,35600,36300,34900,35050,868800,30806060000
916,4/5/2013,38000,38350,34900,34900,1376100,50015735000
917,4/4/2013,34800,35850,33600,35650,1395300,48352980000
918,4/3/2013,33500,35800,33350,35650,1713000,59356475000
919,4/2/2013,30850,31350,30300,31300,1230700,38038850000
920,4/1/2013,30850,31350,30500,30650,1731200,53555090000
921,3/29/2013,30200,30800,30000,30650,518000,15805895000
922,3/28/2013,29970,30250,29810,29930,1018700,30534389000
923,3/27/2013,30400,30450,29700,30150,484400,14540375000
924,3/26/2013,30150,30600,30050,30150,521300,15764260000
925,3/25/2013,30100,30900,29940,30700,857600,26149229000
926,3/22/2013,30200,30400,29300,29330,919700,27438579000
927,3/21/2013,30550,30800,30200,30700,423800,12946040000
928,3/19/2013,30050,30250,29840,30100,597600,17951942000
929,3/18/2013,29620,29820,29290,29290,682700,20196459000
930,3/15/2013,30300,30650,30100,30400,490600,14939170000
931,3/14/2013,29860,30350,29850,30300,778000,23407372000
932,3/13/2013,30100,30350,29390,29550,1083500,32180192000
933,3/12/2013,30900,31300,29990,30200,1014500,30784784000
934,3/11/2013,31450,31500,30700,30900,1092800,33921230000
935,3/8/2013,29000,31600,28950,31500,4937300,1.46E+11
936,3/7/2013,29440,29650,28610,28690,1306700,37885194000
937,3/6/2013,27570,29070,27530,28940,1698900,48473946000
938,3/5/2013,26370,27100,26210,26770,1100000,29340707000
939,3/4/2013,25800,25800,25130,25370,542400,13808592000
940,3/1/2013,25170,25630,25080,25380,505500,12833381000
941,2/28/2013,25150,25480,25050,25430,849500,21488093000
942,2/27/2013,25100,25240,24570,24580,588700,14625646000
943,2/26/2013,25000,25300,24920,24960,1063600,26667532000
944,2/25/2013,25660,26000,25590,26000,817100,21092770000
945,2/22/2013,24830,25190,24510,25170,664100,16553250000
946,2/21/2013,25360,25470,24870,24910,659000,16551280000
947,2/20/2013,25520,25550,25320,25450,506600,12896737000
948,2/19/2013,25200,25590,25150,25320,386300,9788500000
949,2/18/2013,25210,25540,25050,25390,736600,18679118000
950,2/15/2013,24780,25290,24730,24860,785200,19653974000
951,2/14/2013,24690,25050,24570,24910,618800,15404206000
952,2/13/2013,24900,24970,24650,24680,408100,10117464000
953,2/12/2013,24760,24980,24500,24860,644000,15978773000
954,2/8/2013,24210,24750,24010,24070,1488000,36013329000
